,Clean Ingredients
5748,"['tomato sauce', 'garlic clove', 'olive oil', 'black olive', 'onion', 'spaghetti', 'red chilli', 'parmesan', 'tomato']"
5749,"['mascarpone', 'olive oil', 'tarragon', 'lemon', 'broad bean', 'asparagus', 'salmon fillet', 'dried egg', 'prosciutto']"
5750,"['egg', 'avocado', 'lime', 'pumpkin seed', 'chorizo', 'coriander', 'wholemeal']"
5751,"['cherry tomato', 'egg', 'butter', 'buttermilk', 'bicarbonate of soda', 'plain flour', 'baking potato', 'vegetable oil', 'bacon', 'spring onion', 'egg white']"
5752,"['strong white bread flour', 'salt', 'butter', 'dried yeast']"
5753,"['milk', 'honey', 'banana', 'hazelnut', 'oat', 'greek yogurt']"
5754,"['parsnip', 'garlic clove', 'brown basmati rice', 'mango chutney', 'almond', 'carrot', 'onion', 'yogurt', 'winter squash', 'coriander', 'pumpkin', 'vegetable oil', 'curry paste', 'mango', 'ginger', 'tomato']"
5755,"['chilli', 'cucumber', 'lime', 'avocado', 'extravirgin olive oil', 'bean', 'coriander', 'king prawn', 'salad']"
5756,"['lettuce leaf', 'cucumber', 'broccoli', 'sugar', 'lemon juice', 'balsamic vinegar', 'baking potato', 'chopped tomato', 'cheddar', 'white onion', 'feta cheese', 'red wine vinegar', 'cumin seed', 'spring onion', 'greek yogurt', 'cherry tomato', 'garlic clove', 'baby spinach', 'pepper', 'coriander', 'dried thyme', 'chilli powder', 'yellow pepper', 'red onion', 'aubergine', 'wholemeal']"
5757,"['chilli', 'olive oil', 'garlic clove', 'red wine', 'onion', 'mozzarella', 'pancetta', 'thyme', 'chopped tomato', 'caster sugar', 'bay leaf', 'red wine vinegar', 'marrow']"
5758,"['sherry vinegar', 'garlic clove', 'red onion', 'avocado', 'extra virgin olive oil', 'ground cumin', 'coriander', 'feta cheese', 'parsley', 'tomato', 'black bean', 'chilli powder']"
5759,"['naan', 'mango chutney', 'onion', 'turmeric', 'sunflower oil', 'coconut milk', 'skinless chicken thigh', 'ground cumin', 'lime', 'coriander', 'mango', 'chicken stock', 'basmati rice', 'ginger']"
5760,"['cherry tomato', 'olive oil', 'garlic clove', 'vegetable stock', 'bean', 'lemon', 'basil', 'fish fillet']"
5761,"['garlic clove', 'ground cinnamon', 'carrot', 'red onion', 'extra virgin olive oil', 'sugar', 'celery', 'parsley', 'dill', 'butter bean', 'tomato', 'paprika', 'sundried tomato']"
5762,"['chestnut mushroom', 'carrot', 'onion', 'steak', 'egg yolk', 'porcini mushroom', 'plain flour', 'smoked bacon', 'thyme', 'vegetable oil', 'beef stock', 'caster sugar', 'ale', 'bay leaf', 'lard']"
5763,"['egg', 'vegetable oil', 'plain flour', 'milk']"
5764,"['egg', 'walnut', 'butter', 'sausage', 'celery', 'mustard', 'red apple', 'parsley', 'breadcrumb', 'chicken', 'potato']"
5765,"['sunflower oil', 'egg', 'plain flour', 'whole milk']"
5766,"['garlic clove', 'egg', 'ricotta', 'extravirgin olive oil', 'parmesan', 'thyme', 'basil', 'streaky bacon', 'parsley', 'chicken', 'bread']"
5767,"['dijon mustard', 'pepper', 'vegetable oil', 'beef', 'prosciutto']"
5768,"['garlic clove', 'anchovy', 'black olive', 'pitted green olive', 'extravirgin olive oil', 'dried yeast', 'basil', 'white flour', 'salt']"
5769,"['mascarpone', 'toffee', 'icing sugar', 'butter', 'egg yolk', 'ground hazelnut', 'double cream', 'strawberry', 'plain flour', 'milk', 'caster sugar', 'hazelnut']"
5770,"['onion', 'extra virgin olive oil', 'longgrain rice', 'baby spinach', 'lemon', 'dill']"
5771,"['garlic clove', 'lemon', 'olive oil', 'broccoli']"
5772,"['garlic clove', 'cod fillet', 'sunflower oil', 'lettuce', 'streaky bacon', 'shallot', 'chicken stock', 'bread', 'frozen pea']"
5773,"['cherry tomato', 'egg', 'cucumber', 'carrot', 'currant', 'rosemary']"
5774,"['oregano', 'olive oil', 'red chilli', 'fennel bulb', 'frond', 'white wine', 'lemon', 'rosemary', 'garlic', 'chicken stock', 'potato', 'leg of lamb']"
5775,"['honey', 'egg', 'ice', 'vodka']"
5776,"['olive oil', 'asparagus']"
5777,"['radish', 'garlic clove', 'tarragon', 'olive oil', 'butter', 'mint', 'extra virgin olive oil', 'lemon', 'thyme', 'basil', 'broad bean', 'bay leaf', 'parsley', 'spring onion', 'chicken']"
5778,"['egg', 'butter', 'orange', 'dried yeast', 'cinnamon', 'honey', 'white flour', 'caster sugar', 'whole milk', 'salted butter', 'ground ginger']"
5779,"['rhubarb', 'lemon curd', 'double cream', 'milk', 'rice', 'caster sugar', 'ginger']"
5780,"['sherry vinegar', 'beetroot', 'red onion', 'extra virgin olive oil', 'chorizo', 'puy lentil']"
5781,"['cherry tomato', 'mint', 'cheese', 'broccoli', 'extra virgin olive oil', 'couscous', 'lemon', 'honey', 'parsley', 'almond', 'spring onion', 'harissa']"
5782,"['cherry tomato', 'garlic clove', 'smoked paprika', 'red onion', 'chickpea', 'sourdough bread', 'chorizo', 'lemon', 'parsley', 'cumin seed']"
5783,"['cheddar', 'egg', 'butter', 'baking powder', 'marmite', 'yogurt', 'milk', 'wholemeal', 'flour']"
5784,"['cheddar', 'unsalted butter', 'baking powder', 'milk', 'lemon', 'sweetcorn', 'thyme', 'cayenne', 'flour', 'mustard powder']"
5785,"['egg', 'icing sugar', 'butter', 'strawberry jam', 'lemon juice', 'strawberry', 'milk', 'cream', 'caster sugar', 'vanilla pod', 'flour']"
5786,"['egg', 'ground almond', 'shortcrust pastry', 'butter', 'baking powder', 'apricot jam', 'raspberry jam', 'raspberry', 'caster sugar', 'almond extract', 'almond', 'flour']"
5787,"['walnut', 'pecan', 'dark chocolate', 'double cream', 'cherry', 'plain flour', 'dried cherry', 'rice', 'caster sugar', 'almond extract', 'hazelnut', 'almond', 'salted butter', 'blanched almond']"
5788,"['butter', 'dark chocolate', 'golden syrup', 'condensed milk', 'plain flour', 'passion fruit', 'dark brown sugar', 'caster sugar', 'coconut']"
5789,"['egg', 'sweet potato', 'icing sugar', 'orange', 'baking powder', 'carrot', 'bicarbonate of soda', 'mixed spice', 'agave syrup', 'rapeseed oil', 'sultana', 'wholemeal', 'brown sugar']"
5790,"['egg', 'butter', 'lemon curd', 'lemon', 'caster sugar', 'coconut', 'flour', 'blueberry']"
5791,"['unsalted butter', 'egg', 'ground almond', 'icing sugar', 'apple', 'baking powder', 'lemon juice', 'blackberry', 'egg white', 'caster sugar', 'almond', 'flour', 'grated nutmeg', 'vanilla extract']"
5792,"['egg', 'ground almond', 'butter', 'raspberry', 'coconut', 'granulated sugar', 'flour']"
5793,"['prawn', 'chilli', 'garlic clove', 'soy sauce', 'water chestnut', 'rice vinegar', 'sunflower', 'caster sugar', 'ginger', 'tomato', 'cornflour', 'roasted peanut']"
5794,"['jasmine rice', 'yellow pepper', 'sunflower oil', 'lime', 'sesame seed', 'soy sauce', 'red chilli', 'honey', 'pork', 'cornflour']"
5795,"['chilli', 'vegetable', 'noodle', 'soy sauce', 'peanut butter', 'ginger', 'basil leaf', 'roasted peanut']"
5796,"['white wine vinegar', 'olive oil', 'onion', 'dry white wine', 'coriander', 'cabbage', 'fennel seed']"
5797,"['chilli', 'garlic clove', 'olive oil', 'ricotta salata', 'kale', 'milk', 'lemon', 'thyme', 'shallot', 'chicken stock', 'polenta', 'hazelnut', 'grated nutmeg', 'butternut squash']"
5798,"['garlic clove', 'olive oil', 'carrot', 'onion', 'chickpea', 'dried apricot', 'lamb', 'coriander', 'chicken stock', 'chopped tomato', 'pomegranate', 'spice mix']"
5799,"['garlic clove', 'olive oil', 'red onion', 'red chilli', 'sugar', 'couscous', 'coriander', 'aubergine', 'chopped tomato', 'mint leaf', 'cumin seed']"
5800,"['olive oil', 'chicken leg', 'mushroom', 'chicken stock cube', 'garlic', 'olive', 'parsley', 'pasta']"
5801,"['olive oil', 'garlic clove', 'smoked paprika', 'onion', 'crusty bread', 'sage', 'ground cumin', 'boneless chicken thigh', 'plain flour', 'celery', 'chicken stock', 'chopped tomato', 'green pepper', 'cayenne pepper', 'dried thyme', 'okra', 'bay leaf']"
5802,"['garlic clove', 'apple', 'carrot', 'red onion', 'sage', 'thyme', 'mustard', 'chicken stock', 'parsley', 'cabbage', 'boneless pork', 'cornflour', 'prosciutto', 'potato']"
5803,"['carrot', 'lemon', 'honey', 'thyme', 'rapeseed oil']"
5804,"['garlic clove', 'extra virgin olive oil', 'milk', 'basil', 'potato']"
5805,"['chilli', 'cucumber', 'lettuce', 'soy sauce', 'peanut butter', 'toasted sesame seed', 'skinless chicken breast', 'coconut', 'spring onion']"
5806,"['mustard', 'dijon mustard', 'butter', 'frozen pea']"
5807,"['olive oil', 'walnut', 'beetroot', 'orange', 'red onion', 'red cabbage', 'honey', 'red apple', 'red wine vinegar']"
5808,"['olive oil', 'butter', 'thyme', 'bay leaf', 'potato']"
5809,"['pearl barley', 'garlic clove', 'olive oil', 'chestnut mushroom', 'butter', 'white wine', 'thyme leaf', 'parmesan', 'shallot', 'chicken stock', 'skinless chicken breast', 'chive']"
5810,"['raisin', 'plum tomato', 'olive oil', 'ciabatta', 'toasted pine nut', 'garlic clove', 'celery', 'aubergine', 'shallot', 'red wine vinegar', 'caper']"
5811,"['cherry tomato', 'garlic clove', 'cucumber', 'lime', 'avocado', 'extravirgin olive oil', 'pepper', 'honey', 'coriander']"
5812,"['raisin', 'chilli', 'garlic clove', 'spaghetti', 'red onion', 'broccoli', 'extravirgin olive oil', 'fennel bulb', 'lemon', 'pine nut', 'sardine', 'bucatini']"
5813,"['egg', 'olive oil', 'garlic clove', 'plum tomato', 'egg yolk', 'tarragon', 'red chilli', 'cayenne pepper', 'lemon', 'broad bean', 'semolina', 'banana', 'parsley', 'crabmeat', 'flour', 'chive', 'fennel seed']"
5814,"['chilli', 'garlic clove', 'broccoli', 'extravirgin olive oil', 'parmesan', 'lemon', 'pine nut', 'pasta']"
5815,"['olive oil', 'tarragon', 'tagliatelle', 'lemon', 'skinless chicken breast', 'tomato']"
5816,"['mint', 'brown basmati rice', 'cucumber', 'beetroot', 'apple', 'red onion', 'walnut', 'balsamic vinegar', 'lemon', 'green bean', 'spring onion']"
5817,"['garlic clove', 'olive oil', 'chicken breast', 'red onion', 'broccoli', 'soy sauce', 'cooked brown rice', 'honey', 'ginger', 'roasted red pepper', 'chilli powder']"
5818,"['olive oil', 'orange', 'fennel bulb', 'wild rice', 'coriander']"
5819,"['chilli', 'olive oil', 'garlic clove', 'sugar', 'tomato paste', 'mussel', 'dry white wine', 'shallot', 'tomato', 'basil leaf']"
5820,"['apple', 'onion', 'pork steak', 'dijon mustard', 'sage leaf', 'chicken']"
5821,"['maple syrup', 'egg', 'ground almond', 'butter', 'ricotta', 'yogurt', 'blueberry', 'banana', 'vanilla extract']"
5822,"['saffron', 'olive oil', 'clam', 'chorizo', 'lemon', 'garlic', 'chicken stock', 'parsley']"
5823,"['cheddar', 'olive oil', 'lettuce leaf', 'chicken breast', 'red onion', 'cream', 'burger bun', 'cajun seasoning', 'pineapple']"
5824,"['egg', 'apple', 'pork', 'new potato', 'mustard', 'parsley', 'breadcrumb', 'spring onion']"
5825,"['cheddar', 'butter', 'onion', 'egg yolk', 'apple', 'pork', 'thyme', 'burger bun', 'salad']"
5826,"['coleslaw', 'egg yolk', 'lamb', 'chip', 'streaky bacon', 'vegetable oil', 'shallot', 'mustard', 'tomato ketchup', 'beef', 'tomato', 'breadcrumb', 'gherkin', 'potato', 'sea salt']"
5827,"['chilli', 'olive oil', 'sweet potato', 'onion', 'red onion', 'lettuce', 'pickle', 'parmesan', 'chip', 'tomato ketchup', 'beef', 'wholemeal']"
5828,"['tomato sauce', 'lettuce leaf', 'onion', 'sunflower oil', 'thyme leaf', 'lemon', 'streaky bacon', 'parsley', 'turkey']"
5829,"['egg', 'ciabatta', 'chicken breast', 'white bread', 'dijon mustard', 'lemon', 'mayonnaise']"
5830,"['cheddar', 'ketchup', 'cucumber', 'red onion', 'lettuce', 'minced beef', 'burger bun', 'gherkin', 'chilli powder']"
5831,"['garlic clove', 'egg', 'smoked paprika', 'lettuce', 'mayonnaise', 'baking potato', 'pork', 'vegetable oil', 'burger bun', 'red pepper']"
5832,"['garlic clove', 'mint', 'boneless skinless chicken breast', 'carrot', 'thai fish sauce', 'sugar', 'ground black pepper', 'red chilli', 'white cabbage', 'onion', 'salted peanut', 'lime juice', 'coriander', 'rice vinegar', 'mint leaf', 'caster sugar']"
5833,"['ketchup', 'garlic clove', 'egg', 'soy sauce', 'honey', 'skinless chicken breast', 'cornflour']"
5834,"['prawn', 'turmeric', 'red onion', 'red chilli', 'sunflower oil', 'coconut milk', 'lime', 'fenugreek seed', 'curry leaf', 'coriander', 'black mustard seed', 'black peppercorn', 'ginger', 'basmati rice']"
5835,"['naan', 'olive oil', 'cucumber', 'lemon juice', 'coriander', 'mint leaf', 'sea salt', 'paprika', 'greek yogurt']"
5836,"['egg yolk', 'syrup', 'milk', 'cream', 'caster sugar', 'ginger', 'vanilla pod']"
5837,"['strawberry', 'caster sugar', 'lemon']"
5838,"['strawberry', 'caster sugar']"
5839,"['egg yolk', 'double cream', 'sugar', 'milk', 'milk chocolate', 'plain chocolate', 'pea', 'oreo']"
5840,"['strawberry', 'milk', 'vanilla ice cream']"
5841,"['garlic clove', 'rice wine vinegar', 'soy sauce', 'bean', 'baby corn', 'soba noodle', 'ginger', 'salmon fillet']"
5842,"['cucumber', 'rice wine vinegar', 'toasted sesame oil', 'red chilli', 'brown sugar', 'lime', 'soy sauce', 'coriander', 'mint leaf', 'crabmeat', 'spring onion', 'rice noodle']"
5843,"['chilli', 'carrot', 'lime', 'soy sauce', 'peanut butter', 'coriander', 'egg noodle', 'king prawn', 'spring onion']"
5844,"['chilli', 'plum tomato', 'onion', 'vegetable stock', 'balsamic vinegar', 'green bean', 'garlic', 'salmon', 'baguette', 'parsley', 'roasted red pepper', 'potato']"
5845,"['olive oil', 'onion', 'lemon', 'chicken thigh', 'parsley', 'paprika']"
5846,"['cheddar', 'egg', 'butter', 'spinach', 'vegetable', 'milk', 'cream', 'nutmeg', 'baking potato', 'white flour', 'wholemeal']"
5847,"['cheddar', 'icing sugar', 'egg', 'butter', 'egg yolk', 'double cream', 'plain flour', 'milk', 'new potato', 'spring onion']"
5848,"['cheddar', 'olive oil', 'egg', 'butter', 'onion', 'double cream', 'parmesan', 'plain flour', 'milk', 'streaky bacon', 'cayenne pepper']"
5849,"['butter', 'sunflower oil', 'camembert', 'sourdough bread', 'sauerkraut', 'bacon', 'caraway seed', 'potato']"
5850,"['olive oil', 'pepper']"
5851,"['sherry vinegar', 'cherry tomato', 'saffron', 'olive oil', 'raisin', 'chicken breast', 'onion', 'ground cinnamon', 'red chilli', 'toasted pine nut', 'crusty bread', 'chicken stock cube', 'honey', 'coriander', 'boiling water']"
5852,"['sherry', 'garlic clove', 'olive oil', 'serrano', 'onion', 'clam', 'parsley']"
5853,"['olive oil', 'garlic clove', 'egg', 'goat cheese', 'red onion', 'fennel bulb', 'double cream', 'yolk', 'milk', 'olive', 'romano', 'paprika', 'puff pastry', 'caper']"
5854,"['basil', 'serrano', 'peach']"
5855,"['prawn', 'chilli', 'garlic clove', 'extravirgin olive oil', 'lemon', 'parsley']"
5856,"['chilli', 'prawn', 'lime', 'avocado', 'cherry', 'tomato paste', 'coriander', 'iceberg lettuce', 'tomato', 'dried oregano', 'spring onion']"
5857,"['olive oil', 'garlic clove', 'smoked paprika', 'skinless chicken thigh', 'ground cumin', 'red wine vinegar', 'fennel seed']"
5858,"['garlic clove', 'olive oil', 'toasted pine nut', 'baking powder', 'parmesan', 'plain flour', 'haddock fillet', 'lemon', 'mayonnaise', 'basil', 'vegetable oil', 'cornflour', 'tortilla wrap', 'salad']"
5859,"['baby spinach', 'beetroot', 'hummus', 'carrot']"
5860,"['chilli', 'cheddar', 'garlic clove', 'chipotle', 'smoked paprika', 'onion', 'sunflower oil', 'lime', 'ground cumin', 'tortilla', 'guacamole', 'coriander', 'tomato', 'black bean', 'dried oregano', 'cooked chicken', 'plain yogurt']"
5861,"['garlic clove', 'garam masala', 'mango chutney', 'mint', 'onion', 'red onion', 'red chilli', 'skinless chicken thigh', 'ground cumin', 'yogurt', 'lemon', 'vegetable oil', 'ginger', 'tomato']"
5862,"['cheddar', 'jalapeno', 'flour tortilla', 'coriander', 'roasted red pepper']"
5863,"['radish', 'chilli', 'white cabbage', 'lime', 'coriander', 'mango', 'red pepper']"
5864,"['white wine vinegar', 'red onion', 'sugar', 'dijon mustard', 'cream', 'new potato', 'broad bean', 'chive']"
5865,"['olive oil', 'garlic clove', 'avocado', 'lime', 'sourdough', 'chive', 'dijon mustard', 'buttermilk', 'milk', 'mayonnaise', 'corn', 'tomato', 'spring onion', 'bread']"
5866,"['apple cider vinegar', 'carrot', 'red onion', 'white cabbage', 'coriander', 'caster sugar']"
5867,"['chilli', 'red onion', 'sunflower oil', 'white cabbage', 'lemon', 'black mustard seed', 'cumin seed']"
5868,"['garlic clove', 'olive oil', 'lemon juice', 'lamb chop', 'ginger', 'chilli powder', 'cumin']"
5869,"['sherry vinegar', 'garlic clove', 'olive oil', 'mushroom', 'aubergine', 'romano', 'dried thyme']"
5870,"['olive oil', 'lemon', 'water', 'dill', 'parsley', 'sardine', 'caper']"
5871,"['chilli', 'olive oil', 'mint', 'red onion', 'flatbread', 'lemon juice', 'lamb', 'pepper', 'yogurt', 'lemon', 'ra el hanout', 'coriander', 'tahini', 'harissa']"
5872,"['olive oil', 'red onion', 'lamb', 'ra el hanout', 'aubergine', 'pine nut', 'parsley', 'sultana', 'paprika', 'salad']"
5873,"['garlic clove', 'garam masala', 'red chilli', 'ground cumin', 'vegetable oil', 'ginger', 'red wine vinegar', 'plain yogurt', 'leg of lamb']"
5874,"['olive oil', 'onion', 'ricotta', 'baby spinach', 'lamb', 'yogurt', 'mint leaf', 'tomato', 'cumin seed']"
5875,"['ground coriander', 'squash', 'lamb', 'ground cumin', 'pomegranate molasses', 'pistachio', 'lemon', 'parsley', 'pomegranate', 'rapeseed oil', 'salad']"
5876,"['garlic clove', 'olive oil', 'smoked paprika', 'crusty bread', 'lamb', 'watercress', 'artichoke', 'chicory']"
5877,"['coleslaw', 'onion', 'tomato ketchup', 'dark brown sugar', 'bay leaf', 'red wine vinegar', 'worcestershire sauce', 'pork shoulder', 'mustard powder']"
5878,"['palm sugar', 'coconut cream', 'fish sauce', 'pork steak', 'coconut milk', 'soy sauce', 'sesame oil', 'curry paste', 'roasted peanut', 'tamarind paste']"
5879,"['maple syrup', 'olive oil', 'balsamic vinegar', 'mayonnaise', 'baking potato', 'mustard', 'pork sausage', 'tomato', 'spring onion']"
5880,"['garlic clove', 'olive oil', 'red chilli', 'sausage', 'basil', 'red wine vinegar', 'tomato', 'brown sugar', 'hot dog', 'salad']"
5881,"['garlic clove', 'olive oil', 'pork loin chop', 'lemon', 'bay leaf', 'parsley', 'fennel seed']"
5882,"['olive oil', 'lemon', 'honey', 'pork', 'spring onion']"
5883,"['lettuce', 'sausage', 'sweetcorn', 'tomato ketchup', 'mustard', 'wheat flour', 'muscovado sugar']"
5884,"['chilli', 'garlic clove', 'olive oil', 'smoked paprika', 'extra virgin olive oil', 'ground cumin', 'lemon', 'coriander', 'parsley', 'sardine']"
5885,"['cheddar', 'red onion', 'mayonnaise', 'tomato ketchup', 'burger bun', 'iceberg lettuce', 'beef', 'tomato', 'worcestershire sauce', 'chipotle', 'bread']"
5886,"['garlic clove', 'butter', 'white wine', 'double cream', 'crusty bread', 'shallot', 'parsley', 'mussel']"
5887,"['radish', 'white wine vinegar', 'garlic clove', 'cucumber', 'yogurt', 'dijon mustard', 'dill', 'watercress']"
5888,"['olive oil', 'lamb', 'lemon', 'mint leaf', 'feta cheese', 'spring onion', 'frozen pea']"
5889,"['cherry tomato', 'garlic clove', 'black olive', 'pizza dough', 'extra virgin olive oil', 'mozzarella', 'balsamic vinegar', 'shallot', 'basil leaf']"
5890,"['garlic clove', 'lime', 'parmesan', 'mayonnaise', 'coriander', 'corn']"
5891,"['sherry vinegar', 'garlic clove', 'spinach leaf', 'carrot', 'onion', 'chickpea', 'extravirgin olive oil', 'chorizo', 'celery', 'cinnamon', 'thyme', 'hot smoked paprika', 'bay leaf']"
5892,"['chilli', 'egg', 'olive oil', 'butter', 'sunflower oil', 'milk', 'corn', 'tomato', 'bacon', 'flour', 'spring onion']"
5893,"['olive oil', 'toasted pine nut', 'roasted pepper', 'balsamic vinegar', 'focaccia', 'olive', 'basil leaf']"
